"Compatibility","EXPA","EXPB","Shape","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color1","color2","color3","color4","color_backend","compensation","coordinates","correct","correct_Target_response","correct_response","count_Block_EXPERIMENT_A","count_Block_EXPERIMENT_B","count_Block_Parctice_B","count_Block_Practice_A","count_Block_reset_EXPERIMENT_A","count_Block_reset_EXPERIMENT_B","count_Block_reset_Practice_A","count_Block_reset_Practice_B","count_Break","count_Decide_Color","count_EXPERIMENT_A","count_EXPERIMENT_B","count_EXP_A","count_EXP_B","count_Feedback","count_Initial","count_Intertrial","count_Practice_A","count_Practice_B","count_Prepare","count_Prepare_circle_compatible","count_Prepare_circle_incompatible","count_Prepare_rect_compatible","count_Prepare_rect_incompatible","count_Procedure_Ins01","count_Procedure_Ins02","count_Procedure_Ins03","count_Ready","count_Response_Ins","count_Select_Experiment","count_Target","count_Target_circle_compatible","count_Target_circle_incompatible","count_Target_rect_compatible","count_Target_rect_incompatible","count_Target_response","count_Target_response_BadResponse","count_Target_response_Correct","count_Target_response_Wrong","count_Target_response_logger","count_Title","count_Trial","count_Trial_EXPERIMENT_A","count_Trial_EXPERIMENT_B","count_Trial_Practice_A","count_Trial_Practice_B","count_experiment","datetime","description","font_bold","font_family","font_italic","font_size","foreground","form_response","height","keyboard_backend","logfile","mouse_backend","opensesame_codename","opensesame_version","practice","repeat_cycle","response","response_Break","response_Feedback","response_Procedure_Ins01","response_Procedure_Ins02","response_Procedure_Ins03","response_Ready","response_Response_Ins","response_Target_response","response_Title","response_time","response_time_Break","response_time_Feedback","response_time_Procedure_Ins01","response_time_Procedure_Ins02","response_time_Procedure_Ins03","response_time_Ready","response_time_Response_Ins","response_time_Target_response","response_time_Title","sampler_backend","soa","start","subject_nr","subject_parity","time_Block_EXPERIMENT_A","time_Block_EXPERIMENT_B","time_Block_Parctice_B","time_Block_Practice_A","time_Block_reset_EXPERIMENT_A","time_Block_reset_EXPERIMENT_B","time_Block_reset_Practice_A","time_Block_reset_Practice_B","time_Break","time_Decide_Color","time_EXPERIMENT_A","time_EXPERIMENT_B","time_EXP_A","time_EXP_B","time_Feedback","time_Initial","time_Intertrial","time_Practice_A","time_Practice_B","time_Prepare","time_Prepare_circle_compatible","time_Prepare_circle_incompatible","time_Prepare_rect_compatible","time_Prepare_rect_incompatible","time_Procedure_Ins01","time_Procedure_Ins02","time_Procedure_Ins03","time_Ready","time_Response_Ins","time_Select_Experiment","time_Target","time_Target_circle_compatible","time_Target_circle_incompatible","time_Target_rect_compatible","time_Target_rect_incompatible","time_Target_response","time_Target_response_BadResponse","time_Target_response_Correct","time_Target_response_Wrong","time_Target_response_logger","time_Title","time_Trial","time_Trial_EXPERIMENT_A","time_Trial_EXPERIMENT_B","time_Trial_Practice_A","time_Trial_Practice_B","time_experiment","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"n","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","red","green","yellow","blue","legacy","0","uniform","0","0","/","NA","0","3","NA","NA","0","NA","3","1","83","0","0","0","0","0","83","83","0","0","83","83","83","83","83","0","0","0","0","0","0","83","83","83","83","83","83","83","83","83","83","0","83","NA","0","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","space","space","space","space","space","space","space","None","space","2000","4635","9257","309","269","341","757","405","2000","768","legacy","250","experiment","999","odd","NA","2819325","2711252","NA","NA","NA","NA","NA","2805295","2931098","NA","2819322","NA","2421173","2810065","2932679","2931166","NA","2421173","2933679","2921482","2915355","2927554","2933681","2419488","2419800","2420072","2420416","2419080","2417052","2933932","2921984","2915858","2928057","2933934","2933934","2936038","NA","2935936","2936138","2418309","2931097","NA","2819325","NA","2711252","2417051","Hommel2002EXP01","0","40003","20","yes","1024"
"y","no","yes","circle","0","0","2000","2000","black","no","xpyriment","legacy","blue","red","green","yellow","legacy","0","uniform","0","0","z","NA","0","3","NA","NA","0","NA","3","1","84","0","0","0","0","0","84","84","0","0","84","84","84","84","84","0","0","0","0","0","0","84","84","84","84","84","84","84","84","84","84","0","84","NA","0","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","space","space","space","space","space","space","space","None","space","2000","4635","9257","309","269","341","757","405","2000","768","legacy","500","experiment","999","odd","NA","2819325","2711252","NA","NA","NA","NA","NA","2805295","2936978","NA","2819322","NA","2421173","2810065","2938561","2937059","NA","2421173","2939561","2939563","2915355","2927554","2933681","2419488","2419800","2420072","2420416","2419080","2417052","2940063","2940065","2915858","2928057","2933934","2940065","2942170","NA","2942068","2942270","2418309","2936978","NA","2819325","NA","2711252","2417051","Hommel2002EXP01","0","42003","21","yes","1024"
"n","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","red","green","blue","yellow","legacy","0","uniform","0","0","/","NA","0","3","NA","NA","0","NA","3","1","85","0","0","0","0","0","85","85","0","0","85","85","85","85","85","0","0","0","0","0","0","85","85","85","85","85","85","85","85","85","85","0","85","NA","0","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","space","space","space","space","space","space","space","None","space","2000","4635","9257","309","269","341","757","405","2000","768","legacy","0","experiment","999","odd","NA","2819325","2711252","NA","NA","NA","NA","NA","2805295","2943027","NA","2819322","NA","2421173","2810065","2944724","2943215","NA","2421173","2945724","2939563","2915355","2927554","2945726","2419488","2419800","2420072","2420416","2419080","2417052","2945726","2940065","2915858","2928057","2945728","2945729","2947833","NA","2947731","2947933","2418309","2943027","NA","2819325","NA","2711252","2417051","Hommel2002EXP01","0","44003","22","yes","1024"
"y","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","green","blue","yellow","red","legacy","0","uniform","0","0","/","NA","0","3","NA","NA","0","NA","3","1","86","0","0","0","0","0","86","86","0","0","86","86","86","86","86","0","0","0","0","0","0","86","86","86","86","86","86","86","86","86","86","0","86","NA","0","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","space","space","space","space","space","space","space","None","space","2000","4635","9257","309","269","341","757","405","2000","768","legacy","250","experiment","999","odd","NA","2819325","2711252","NA","NA","NA","NA","NA","2805295","2949020","NA","2819322","NA","2421173","2810065","2950717","2949209","NA","2421173","2951718","2939563","2915355","2951720","2945726","2419488","2419800","2420072","2420416","2419080","2417052","2951970","2940065","2915858","2951972","2945728","2951972","2954076","NA","2953974","2954176","2418309","2949020","NA","2819325","NA","2711252","2417051","Hommel2002EXP01","0","46003","23","yes","1024"
"n","no","yes","circle","0","0","2000","2000","black","no","xpyriment","legacy","yellow","red","blue","green","legacy","0","uniform","0","0","z","NA","0","3","NA","NA","0","NA","3","1","87","0","0","0","0","0","87","87","0","0","87","87","87","87","87","0","0","0","0","0","0","87","87","87","87","87","87","87","87","87","87","0","87","NA","0","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","space","space","space","space","space","space","space","None","space","2000","4635","9257","309","269","341","757","405","2000","768","legacy","500","experiment","999","odd","NA","2819325","2711252","NA","NA","NA","NA","NA","2805295","2954981","NA","2819322","NA","2421173","2810065","2956604","2955095","NA","2421173","2957604","2939563","2957606","2951720","2945726","2419488","2419800","2420072","2420416","2419080","2417052","2958106","2940065","2958109","2951972","2945728","2958109","2960213","NA","2960111","2960313","2418309","2954981","NA","2819325","NA","2711252","2417051","Hommel2002EXP01","0","48003","24","yes","1024"
"n","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","yellow","green","red","blue","legacy","0","uniform","0","0","/","NA","1","3","NA","NA","1","NA","3","1","88","0","0","0","0","0","88","88","0","0","88","88","88","88","88","0","0","0","0","0","0","88","88","88","88","88","88","88","88","88","88","0","88","NA","1","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","space","space","space","space","space","space","space","None","space","2000","4635","9257","309","269","341","757","405","2000","768","legacy","0","experiment","999","odd","NA","2960419","2711252","NA","NA","NA","NA","NA","2805295","2963767","NA","2819322","NA","2421173","2810065","2965392","2963877","NA","2421173","2966392","2939563","2957606","2951720","2966394","2419488","2419800","2420072","2420416","2419080","2417052","2966395","2940065","2958109","2951972","2966397","2966398","2968502","NA","2968400","2968602","2418309","2963766","NA","2960419","NA","2711252","2417051","Hommel2002EXP01","0","2000","1","yes","1024"
"n","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","yellow","green","blue","red","legacy","0","uniform","0","0","/","NA","1","3","NA","NA","1","NA","3","1","89","0","0","0","0","0","89","89","0","0","89","89","89","89","89","0","0","0","0","0","0","89","89","89","89","89","89","89","89","89","89","0","89","NA","1","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","space","space","space","space","space","space","space","None","space","2000","4635","9257","309","269","341","757","405","2000","768","legacy","250","experiment","999","odd","NA","2960419","2711252","NA","NA","NA","NA","NA","2805295","2969349","NA","2819322","NA","2421173","2810065","2970930","2969415","NA","2421173","2971930","2939563","2957606","2951720","2971932","2419488","2419800","2420072","2420416","2419080","2417052","2972183","2940065","2958109","2951972","2972185","2972186","2974290","NA","2974188","2974390","2418309","2969349","NA","2960419","NA","2711252","2417051","Hommel2002EXP01","0","4000","2","yes","1024"
"y","no","yes","circle","0","0","2000","2000","black","no","xpyriment","legacy","green","yellow","blue","red","legacy","0","uniform","0","0","z","NA","1","3","NA","NA","1","NA","3","1","90","0","0","0","0","0","90","90","0","0","90","90","90","90","90","0","0","0","0","0","0","90","90","90","90","90","90","90","90","90","90","0","90","NA","1","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","space","space","space","space","space","space","space","None","space","2000","4635","9257","309","269","341","757","405","2000","768","legacy","500","experiment","999","odd","NA","2960419","2711252","NA","NA","NA","NA","NA","2805295","2975167","NA","2819322","NA","2421173","2810065","2976754","2975252","NA","2421173","2977754","2977756","2957606","2951720","2971932","2419488","2419800","2420072","2420416","2419080","2417052","2978257","2978259","2958109","2951972","2972185","2978260","2980364","NA","2980262","2980464","2418309","2975167","NA","2960419","NA","2711252","2417051","Hommel2002EXP01","0","6000","3","yes","1024"
"n","no","yes","circle","0","0","2000","2000","black","no","xpyriment","legacy","green","blue","yellow","red","legacy","0","uniform","0","0","z","NA","1","3","NA","NA","1","NA","3","1","91","0","0","0","0","0","91","91","0","0","91","91","91","91","91","0","0","0","0","0","0","91","91","91","91","91","91","91","91","91","91","0","91","NA","1","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","space","space","space","space","space","space","space","None","space","2000","4635","9257","309","269","341","757","405","2000","768","legacy","0","experiment","999","odd","NA","2960419","2711252","NA","NA","NA","NA","NA","2805295","2981230","NA","2819322","NA","2421173","2810065","2982841","2981324","NA","2421173","2983841","2977756","2983843","2951720","2971932","2419488","2419800","2420072","2420416","2419080","2417052","2983844","2978259","2983846","2951972","2972185","2983847","2985951","NA","2985849","2986051","2418309","2981230","NA","2960419","NA","2711252","2417051","Hommel2002EXP01","0","8000","4","yes","1024"
"y","no","yes","circle","0","0","2000","2000","black","no","xpyriment","legacy","blue","yellow","red","green","legacy","0","uniform","0","0","z","NA","1","3","NA","NA","1","NA","3","1","92","0","0","0","0","0","92","92","0","0","92","92","92","92","92","0","0","0","0","0","0","92","92","92","92","92","92","92","92","92","92","0","92","NA","1","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","space","space","space","space","space","space","space","None","space","2000","4635","9257","309","269","341","757","405","2000","768","legacy","250","experiment","999","odd","NA","2960419","2711252","NA","NA","NA","NA","NA","2805295","2986868","NA","2819322","NA","2421173","2810065","2988501","2986984","NA","2421173","2989502","2989504","2983843","2951720","2971932","2419488","2419800","2420072","2420416","2419080","2417052","2989755","2989758","2983846","2951972","2972185","2989758","2991862","NA","2991760","2991962","2418309","2986868","NA","2960419","NA","2711252","2417051","Hommel2002EXP01","0","10000","5","yes","1024"
"n","no","yes","circle","0","0","2000","2000","black","no","xpyriment","legacy","red","blue","green","yellow","legacy","0","uniform","0","0","z","NA","1","3","NA","NA","1","NA","3","1","93","0","0","0","0","0","93","93","0","0","93","93","93","93","93","0","0","0","0","0","0","93","93","93","93","93","93","93","93","93","93","0","93","NA","1","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","space","space","space","space","space","space","space","None","space","2000","4635","9257","309","269","341","757","405","2000","768","legacy","500","experiment","999","odd","NA","2960419","2711252","NA","NA","NA","NA","NA","2805295","2992703","NA","2819322","NA","2421173","2810065","2994335","2992820","NA","2421173","2995336","2989504","2995338","2951720","2971932","2419488","2419800","2420072","2420416","2419080","2417052","2995839","2989758","2995842","2951972","2972185","2995842","2997946","NA","2997844","2998046","2418309","2992703","NA","2960419","NA","2711252","2417051","Hommel2002EXP01","0","12000","6","yes","1024"
"n","no","yes","circle","0","0","2000","2000","black","no","xpyriment","legacy","blue","yellow","red","green","legacy","0","uniform","0","0","z","NA","1","3","NA","NA","1","NA","3","1","94","0","0","0","0","0","94","94","0","0","94","94","94","94","94","0","0","0","0","0","0","94","94","94","94","94","94","94","94","94","94","0","94","NA","1","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","space","space","space","space","space","space","space","None","space","2000","4635","9257","309","269","341","757","405","2000","768","legacy","500","experiment","999","odd","NA","2960419","2711252","NA","NA","NA","NA","NA","2805295","2998785","NA","2819322","NA","2421173","2810065","3000416","2998896","NA","2421173","3001416","2989504","3001418","2951720","2971932","2419488","2419800","2420072","2420416","2419080","2417052","3001918","2989758","3001921","2951972","2972185","3001921","3004025","NA","3003923","3004125","2418309","2998785","NA","2960419","NA","2711252","2417051","Hommel2002EXP01","0","14000","7","yes","1024"
"n","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","red","green","yellow","blue","legacy","0","uniform","0","0","/","NA","1","3","NA","NA","1","NA","3","1","95","0","0","0","0","0","95","95","0","0","95","95","95","95","95","0","0","0","0","0","0","95","95","95","95","95","95","95","95","95","95","0","95","NA","1","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","space","space","space","space","space","space","space","None","space","2000","4635","9257","309","269","341","757","405","2000","768","legacy","500","experiment","999","odd","NA","2960419","2711252","NA","NA","NA","NA","NA","2805295","3004864","NA","2819322","NA","2421173","2810065","3006458","3004945","NA","2421173","3007458","2989504","3001418","2951720","3007460","2419488","2419800","2420072","2420416","2419080","2417052","3007961","2989758","3001921","2951972","3007964","3007964","3010068","NA","3009966","3010168","2418309","3004864","NA","2960419","NA","2711252","2417051","Hommel2002EXP01","0","16000","8","yes","1024"
"n","no","yes","rect","0","0","2001","2001","black","no","xpyriment","legacy","yellow","green","blue","red","legacy","0","uniform","0","0","/","NA","1","3","NA","NA","1","NA","3","2","96","0","0","0","0","0","96","96","0","0","96","96","96","96","96","0","0","0","0","0","0","96","96","96","96","96","96","96","96","96","96","0","96","NA","1","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","space","space","space","space","space","space","space","None","space","2001","7717","9257","309","269","341","757","405","2001","768","legacy","0","experiment","999","odd","NA","2960419","2711252","NA","NA","NA","NA","NA","3010316","3018704","NA","2819322","NA","2421173","2810065","3020300","3018784","NA","2421173","3021301","2989504","3001418","2951720","3021303","2419488","2419800","2420072","2420416","2419080","2417052","3021304","2989758","3001921","2951972","3021306","3021306","3023411","NA","3023309","3023511","2418309","3018704","NA","2960419","NA","2711252","2417051","Hommel2002EXP01","0","2001","1","yes","1024"
"n","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","green","blue","yellow","red","legacy","0","uniform","0","0","/","NA","1","3","NA","NA","1","NA","3","2","97","0","0","0","0","0","97","97","0","0","97","97","97","97","97","0","0","0","0","0","0","97","97","97","97","97","97","97","97","97","97","0","97","NA","1","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","space","space","space","space","space","space","space","None","space","2000","7717","9257","309","269","341","757","405","2000","768","legacy","500","experiment","999","odd","NA","2960419","2711252","NA","NA","NA","NA","NA","3010316","3024290","NA","2819322","NA","2421173","2810065","3025914","3024412","NA","2421173","3026914","2989504","3001418","2951720","3026916","2419488","2419800","2420072","2420416","2419080","2417052","3027417","2989758","3001921","2951972","3027419","3027420","3029526","NA","3029422","3029626","2418309","3024290","NA","2960419","NA","2711252","2417051","Hommel2002EXP01","0","4001","2","yes","1024"
"n","no","yes","circle","0","0","2000","2000","black","no","xpyriment","legacy","green","red","yellow","blue","legacy","0","uniform","0","0","z","NA","1","3","NA","NA","1","NA","3","2","98","0","0","0","0","0","98","98","0","0","98","98","98","98","98","0","0","0","0","0","0","98","98","98","98","98","98","98","98","98","98","0","98","NA","1","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","space","space","space","space","space","space","space","None","space","2000","7717","9257","309","269","341","757","405","2000","768","legacy","250","experiment","999","odd","NA","2960419","2711252","NA","NA","NA","NA","NA","3010316","3030547","NA","2819322","NA","2421173","2810065","3032209","3030700","NA","2421173","3033209","2989504","3033211","2951720","3026916","2419488","2419800","2420072","2420416","2419080","2417052","3033461","2989758","3033463","2951972","3027419","3033463","3035567","NA","3035465","3035667","2418309","3030547","NA","2960419","NA","2711252","2417051","Hommel2002EXP01","0","6001","3","yes","1024"
"y","no","yes","circle","0","0","2000","2000","black","no","xpyriment","legacy","green","yellow","blue","red","legacy","0","uniform","0","0","z","NA","1","3","NA","NA","1","NA","3","2","99","0","0","0","0","0","99","99","0","0","99","99","99","99","99","0","0","0","0","0","0","99","99","99","99","99","99","99","99","99","99","0","99","NA","1","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","space","space","space","space","space","space","space","None","space","2000","7717","9257","309","269","341","757","405","2000","768","legacy","250","experiment","999","odd","NA","2960419","2711252","NA","NA","NA","NA","NA","3010316","3036432","NA","2819322","NA","2421173","2810065","3038074","3036558","NA","2421173","3039074","3039076","3033211","2951720","3026916","2419488","2419800","2420072","2420416","2419080","2417052","3039326","3039328","3033463","2951972","3027419","3039329","3041433","NA","3041331","3041533","2418309","3036432","NA","2960419","NA","2711252","2417051","Hommel2002EXP01","0","8001","4","yes","1024"
"y","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","green","red","blue","yellow","legacy","0","uniform","0","0","/","NA","1","3","NA","NA","1","NA","3","2","100","0","0","0","0","0","100","100","0","0","100","100","100","100","100","0","0","0","0","0","0","100","100","100","100","100","100","100","100","100","100","0","100","NA","1","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","space","space","space","space","space","space","space","None","space","2000","7717","9257","309","269","341","757","405","2000","768","legacy","250","experiment","999","odd","NA","2960419","2711252","NA","NA","NA","NA","NA","3010316","3042297","NA","2819322","NA","2421173","2810065","3043872","3042353","NA","2421173","3044872","3039076","3033211","3044874","3026916","2419488","2419800","2420072","2420416","2419080","2417052","3045125","3039328","3033463","3045127","3027419","3045128","3047232","NA","3047130","3047332","2418309","3042297","NA","2960419","NA","2711252","2417051","Hommel2002EXP01","0","10001","5","yes","1024"
"n","no","yes","circle","0","0","2000","2000","black","no","xpyriment","legacy","yellow","blue","green","red","legacy","0","uniform","0","0","z","NA","1","3","NA","NA","1","NA","3","2","101","0","0","0","0","0","101","101","0","0","101","101","101","101","101","0","0","0","0","0","0","101","101","101","101","101","101","101","101","101","101","0","101","NA","1","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","space","space","space","space","space","space","space","None","space","2001","7717","9257","309","269","341","757","405","2001","768","legacy","0","experiment","999","odd","NA","2960419","2711252","NA","NA","NA","NA","NA","3010316","3048108","NA","2819322","NA","2421173","2810065","3049680","3048164","NA","2421173","3050680","3039076","3050682","3044874","3026916","2419488","2419800","2420072","2420416","2419080","2417052","3050683","3039328","3050685","3045127","3027419","3050685","3052790","NA","3052688","3052890","2418309","3048108","NA","2960419","NA","2711252","2417051","Hommel2002EXP01","0","12002","6","yes","1024"
"y","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","green","yellow","red","blue","legacy","0","uniform","0","0","/","NA","1","3","NA","NA","1","NA","3","2","102","0","0","0","0","0","102","102","0","0","102","102","102","102","102","0","0","0","0","0","0","102","102","102","102","102","102","102","102","102","102","0","102","NA","1","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","space","space","space","space","space","space","space","None","space","2000","7717","9257","309","269","341","757","405","2000","768","legacy","250","experiment","999","odd","NA","2960419","2711252","NA","NA","NA","NA","NA","3010316","3053677","NA","2819322","NA","2421173","2810065","3055291","3053789","NA","2421173","3056291","3039076","3050682","3056293","3026916","2419488","2419800","2420072","2420416","2419080","2417052","3056544","3039328","3050685","3056546","3027419","3056547","3058651","NA","3058549","3058751","2418309","3053677","NA","2960419","NA","2711252","2417051","Hommel2002EXP01","0","14002","7","yes","1024"
"y","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","blue","yellow","green","red","legacy","0","uniform","0","0","/","NA","1","3","NA","NA","1","NA","3","2","103","0","0","0","0","0","103","103","0","0","103","103","103","103","103","0","0","0","0","0","0","103","103","103","103","103","103","103","103","103","103","0","103","NA","1","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","space","space","space","space","space","space","space","None","space","2001","7717","9257","309","269","341","757","405","2001","768","legacy","0","experiment","999","odd","NA","2960419","2711252","NA","NA","NA","NA","NA","3010316","3059501","NA","2819322","NA","2421173","2810065","3061126","3059610","NA","2421173","3062126","3039076","3050682","3062128","3026916","2419488","2419800","2420072","2420416","2419080","2417052","3062129","3039328","3050685","3062131","3027419","3062131","3064236","NA","3064134","3064336","2418309","3059501","NA","2960419","NA","2711252","2417051","Hommel2002EXP01","0","16003","8","yes","1024"
"y","no","yes","circle","0","0","2000","2000","black","no","xpyriment","legacy","red","yellow","blue","green","legacy","0","uniform","0","0","z","NA","1","3","NA","NA","1","NA","3","2","104","0","0","0","0","0","104","104","0","0","104","104","104","104","104","0","0","0","0","0","0","104","104","104","104","104","104","104","104","104","104","0","104","NA","1","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","space","space","space","space","space","space","space","None","space","2000","7717","9257","309","269","341","757","405","2000","768","legacy","0","experiment","999","odd","NA","2960419","2711252","NA","NA","NA","NA","NA","3010316","3065101","NA","2819322","NA","2421173","2810065","3066741","3065211","NA","2421173","3067741","3067743","3050682","3062128","3026916","2419488","2419800","2420072","2420416","2419080","2417052","3067744","3067746","3050685","3062131","3027419","3067747","3069851","NA","3069749","3069951","2418309","3065101","NA","2960419","NA","2711252","2417051","Hommel2002EXP01","0","18003","9","yes","1024"
"y","no","yes","rect","0","0","2000","2000","black","no","xpyriment","legacy","blue","yellow","green","red","legacy","0","uniform","0","0","/","NA","1","3","NA","NA","1","NA","3","2","105","0","0","0","0","0","105","105","0","0","105","105","105","105","105","0","0","0","0","0","0","105","105","105","105","105","105","105","105","105","105","0","105","NA","1","NA","3","0","12/24/15 15:19:50","Default description","no","chinese-japanese-korean","no","18","white","開始實驗B","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","","0","None","space","space","space","space","space","space","space","None","space","2000","7717","9257","309","269","341","757","405","2000","768","legacy","0","experiment","999","odd","NA","2960419","2711252","NA","NA","NA","NA","NA","3010316","3070682","NA","2819322","NA","2421173","2810065","3072282","3070766","NA","2421173","3073283","3067743","3050682","3073286","3026916","2419488","2419800","2420072","2420416","2419080","2417052","3073286","3067746","3050685","3073289","3027419","3073289","3075393","NA","3075291","3075493","2418309","3070682","NA","2960419","NA","2711252","2417051","Hommel2002EXP01","0","20003","10","yes","1024"
