"Compatibility","EXPA","EXPB","Shape","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color1","color2","color3","color4","color_backend","compensation","coordinates","correct","correct_Target_response","correct_response","count_Block_EXPERIMENT_A","count_Block_EXPERIMENT_B","count_Block_Parctice_B","count_Block_Practice_A","count_Block_reset_EXPERIMENT_A","count_Block_reset_EXPERIMENT_B","count_Block_reset_Practice_A","count_Block_reset_Practice_B","count_Decide_Color","count_EXPERIMENT_A","count_EXPERIMENT_B","count_EXP_A","count_EXP_B","count_Feedback","count_Initial","count_Intertrial","count_Practice_A","count_Practice_B","count_Prepare","count_Prepare_circle_compatible","count_Prepare_circle_incompatible","count_Prepare_rect_compatible","count_Prepare_rect_incompatible","count_Procedure_Ins01","count_Procedure_Ins02","count_Procedure_Ins03","count_Ready","count_Response_Ins","count_Select_Experiment","count_Target","count_Target_circle_compatible","count_Target_circle_incompatible","count_Target_rect_compatible","count_Target_rect_incompatible","count_Target_response","count_Target_response_BadResponse","count_Target_response_Correct","count_Target_response_Wrong","count_Target_response_logger","count_Title","count_Trial","count_Trial_EXPERIMENT_A","count_Trial_EXPERIMENT_B","count_Trial_Practice_A","count_Trial_Practice_B","count_experiment","datetime","description","font_bold","font_family","font_italic","font_size","foreground","form_response","height","keyboard_backend","logfile","mouse_backend","opensesame_codename","opensesame_version","practice","repeat_cycle","response","response_Feedback","response_Procedure_Ins01","response_Procedure_Ins02","response_Procedure_Ins03","response_Ready","response_Response_Ins","response_Target_response","response_Title","response_time","response_time_Feedback","response_time_Procedure_Ins01","response_time_Procedure_Ins02","response_time_Procedure_Ins03","response_time_Ready","response_time_Response_Ins","response_time_Target_response","response_time_Title","sampler_backend","soa","start","subject_nr","subject_parity","time_Block_EXPERIMENT_A","time_Block_EXPERIMENT_B","time_Block_Parctice_B","time_Block_Practice_A","time_Block_reset_EXPERIMENT_A","time_Block_reset_EXPERIMENT_B","time_Block_reset_Practice_A","time_Block_reset_Practice_B","time_Decide_Color","time_EXPERIMENT_A","time_EXPERIMENT_B","time_EXP_A","time_EXP_B","time_Feedback","time_Initial","time_Intertrial","time_Practice_A","time_Practice_B","time_Prepare","time_Prepare_circle_compatible","time_Prepare_circle_incompatible","time_Prepare_rect_compatible","time_Prepare_rect_incompatible","time_Procedure_Ins01","time_Procedure_Ins02","time_Procedure_Ins03","time_Ready","time_Response_Ins","time_Select_Experiment","time_Target","time_Target_circle_compatible","time_Target_circle_incompatible","time_Target_rect_compatible","time_Target_rect_incompatible","time_Target_response","time_Target_response_BadResponse","time_Target_response_Correct","time_Target_response_Wrong","time_Target_response_logger","time_Title","time_Trial","time_Trial_EXPERIMENT_A","time_Trial_EXPERIMENT_B","time_Trial_Practice_A","time_Trial_Practice_B","time_experiment","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"n","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","red","yellow","green","blue","legacy","0","uniform","0","0","z","1","NA","NA","1","1","NA","1","NA","98","0","0","0","0","0","98","98","0","0","98","98","98","98","98","0","0","0","0","0","0","98","98","98","98","98","98","98","98","98","98","0","98","1","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2001","4286","285","213","365","813","1166","2001","1372","legacy","0","experiment","999","odd","622249","NA","NA","211978","NA","NA","NA","NA","636689","418995","NA","8910","NA","414709","638324","636822","8910","NA","639324","625587","639326","582298","632676","7225","7513","7729","8097","6056","2752","639327","627090","639329","582800","633678","639329","641434","NA","641332","641534","4681","636689","622249","NA","211978","NA","2752","Hommel2002EXP01","0","6001","3","yes","1024"
"y","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","green","yellow","red","blue","legacy","0","uniform","0","0","z","1","NA","NA","1","1","NA","1","NA","99","0","0","0","0","0","99","99","0","0","99","99","99","99","99","0","0","0","0","0","0","99","99","99","99","99","99","99","99","99","99","0","99","1","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","500","experiment","999","odd","622249","NA","NA","211978","NA","NA","NA","NA","642284","418995","NA","8910","NA","414709","643875","642359","8910","NA","644875","644877","639326","582298","632676","7225","7513","7729","8097","6056","2752","645377","645379","639329","582800","633678","645380","647484","NA","647382","647584","4681","642284","622249","NA","211978","NA","2752","Hommel2002EXP01","0","8001","4","yes","1024"
"n","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","blue","red","green","yellow","legacy","0","uniform","0","0","z","1","NA","NA","1","1","NA","1","NA","100","0","0","0","0","0","100","100","0","0","100","100","100","100","100","0","0","0","0","0","0","100","100","100","100","100","100","100","100","100","100","0","100","1","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1500","experiment","999","odd","622249","NA","NA","211978","NA","NA","NA","NA","648312","418995","NA","8910","NA","414709","649924","648408","8910","NA","650924","644877","650926","582298","632676","7225","7513","7729","8097","6056","2752","652426","645379","652428","582800","633678","652429","654533","NA","654431","654633","4681","648312","622249","NA","211978","NA","2752","Hommel2002EXP01","0","10001","5","yes","1024"
"n","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","blue","red","green","yellow","legacy","0","uniform","0","0","z","1","NA","NA","1","1","NA","1","NA","101","0","0","0","0","0","101","101","0","0","101","101","101","101","101","0","0","0","0","0","0","101","101","101","101","101","101","101","101","101","101","0","101","1","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","500","experiment","999","odd","622249","NA","NA","211978","NA","NA","NA","NA","655349","418995","NA","8910","NA","414709","656974","655458","8910","NA","657974","644877","657976","582298","632676","7225","7513","7729","8097","6056","2752","658476","645379","658478","582800","633678","658479","660583","NA","660481","660683","4681","655349","622249","NA","211978","NA","2752","Hommel2002EXP01","0","12001","6","yes","1024"
"y","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","blue","green","red","yellow","legacy","0","uniform","0","0","z","1","NA","NA","1","1","NA","1","NA","102","0","0","0","0","0","102","102","0","0","102","102","102","102","102","0","0","0","0","0","0","102","102","102","102","102","102","102","102","102","102","0","102","1","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1500","experiment","999","odd","622249","NA","NA","211978","NA","NA","NA","NA","661410","418995","NA","8910","NA","414709","663044","661526","8910","NA","664044","664046","657976","582298","632676","7225","7513","7729","8097","6056","2752","665546","665548","658478","582800","633678","665549","667653","NA","667551","667753","4681","661410","622249","NA","211978","NA","2752","Hommel2002EXP01","0","14001","7","yes","1024"
"n","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","blue","green","yellow","red","legacy","0","uniform","0","0","/","1","NA","NA","1","1","NA","1","NA","103","0","0","0","0","0","103","103","0","0","103","103","103","103","103","0","0","0","0","0","0","103","103","103","103","103","103","103","103","103","103","0","103","1","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","0","experiment","999","odd","622249","NA","NA","211978","NA","NA","NA","NA","668484","418995","NA","8910","NA","414709","670120","668602","8910","NA","671120","664046","657976","582298","671122","7225","7513","7729","8097","6056","2752","671123","665548","658478","582800","671125","671125","673229","NA","673127","673329","4681","668484","622249","NA","211978","NA","2752","Hommel2002EXP01","0","16001","8","yes","1024"
"y","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","green","blue","red","yellow","legacy","0","uniform","0","0","z","1","NA","NA","1","1","NA","1","NA","104","0","0","0","0","0","104","104","0","0","104","104","104","104","104","0","0","0","0","0","0","104","104","104","104","104","104","104","104","104","104","0","104","1","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2001","4286","285","213","365","813","1166","2001","1372","legacy","0","experiment","999","odd","622249","NA","NA","211978","NA","NA","NA","NA","674105","418995","NA","8910","NA","414709","675712","674210","8910","NA","676712","676714","657976","582298","671122","7225","7513","7729","8097","6056","2752","676715","676717","658478","582800","671125","676717","678822","NA","678720","678922","4681","674105","622249","NA","211978","NA","2752","Hommel2002EXP01","0","18002","9","yes","1024"
"y","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","green","yellow","blue","red","legacy","0","uniform","0","0","/","1","NA","NA","1","1","NA","1","NA","105","0","0","0","0","0","105","105","0","0","105","105","105","105","105","0","0","0","0","0","0","105","105","105","105","105","105","105","105","105","105","0","105","1","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","500","experiment","999","odd","622249","NA","NA","211978","NA","NA","NA","NA","679676","418995","NA","8910","NA","414709","681277","679762","8910","NA","682277","676714","657976","682279","671122","7225","7513","7729","8097","6056","2752","682780","676717","658478","682782","671125","682783","684887","NA","684785","684987","4681","679676","622249","NA","211978","NA","2752","Hommel2002EXP01","0","20002","10","yes","1024"
"n","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","green","yellow","blue","red","legacy","0","uniform","0","0","z","1","NA","NA","1","1","NA","1","NA","106","0","0","0","0","0","106","106","0","0","106","106","106","106","106","0","0","0","0","0","0","106","106","106","106","106","106","106","106","106","106","0","106","1","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","0","experiment","999","odd","622249","NA","NA","211978","NA","NA","NA","NA","685902","418995","NA","8910","NA","414709","687525","686009","8910","NA","688525","676714","688527","682279","671122","7225","7513","7729","8097","6056","2752","688528","676717","688530","682782","671125","688530","690634","NA","690532","690734","4681","685902","622249","NA","211978","NA","2752","Hommel2002EXP01","0","22002","11","yes","1024"
"y","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","green","red","yellow","blue","legacy","0","uniform","0","0","/","1","NA","NA","1","1","NA","1","NA","107","0","0","0","0","0","107","107","0","0","107","107","107","107","107","0","0","0","0","0","0","107","107","107","107","107","107","107","107","107","107","0","107","1","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","0","experiment","999","odd","622249","NA","NA","211978","NA","NA","NA","NA","691475","418995","NA","8910","NA","414709","693117","691598","8910","NA","694117","676714","688527","694119","671122","7225","7513","7729","8097","6056","2752","694120","676717","688530","694122","671125","694123","696227","NA","696125","696327","4681","691474","622249","NA","211978","NA","2752","Hommel2002EXP01","0","24002","12","yes","1024"
"n","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","red","yellow","green","blue","legacy","0","uniform","0","0","z","1","NA","NA","1","1","NA","1","NA","108","0","0","0","0","0","108","108","0","0","108","108","108","108","108","0","0","0","0","0","0","108","108","108","108","108","108","108","108","108","108","0","108","1","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1000","experiment","999","odd","622249","NA","NA","211978","NA","NA","NA","NA","697079","418995","NA","8910","NA","414709","698722","697205","8910","NA","699722","676714","699724","694119","671122","7225","7513","7729","8097","6056","2752","700724","676717","700726","694122","671125","700727","702831","NA","702729","702931","4681","697079","622249","NA","211978","NA","2752","Hommel2002EXP01","0","26002","13","yes","1024"
"n","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","red","blue","green","yellow","legacy","0","uniform","0","0","/","1","NA","NA","1","1","NA","1","NA","109","0","0","0","0","0","109","109","0","0","109","109","109","109","109","0","0","0","0","0","0","109","109","109","109","109","109","109","109","109","109","0","109","1","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2001","4286","285","213","365","813","1166","2001","1372","legacy","0","experiment","999","odd","622249","NA","NA","211978","NA","NA","NA","NA","703845","418995","NA","8910","NA","414709","705493","703976","8910","NA","706494","676714","699724","694119","706496","7225","7513","7729","8097","6056","2752","706497","676717","700726","694122","706499","706499","708604","NA","708502","708704","4681","703845","622249","NA","211978","NA","2752","Hommel2002EXP01","0","28003","14","yes","1024"
"y","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","green","yellow","blue","red","legacy","0","uniform","0","0","z","1","NA","NA","1","1","NA","1","NA","110","0","0","0","0","0","110","110","0","0","110","110","110","110","110","0","0","0","0","0","0","110","110","110","110","110","110","110","110","110","110","0","110","1","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1000","experiment","999","odd","622249","NA","NA","211978","NA","NA","NA","NA","709483","418995","NA","8910","NA","414709","711108","709606","8910","NA","712108","712110","699724","694119","706496","7225","7513","7729","8097","6056","2752","713111","713113","700726","694122","706499","713114","715218","NA","715116","715318","4681","709483","622249","NA","211978","NA","2752","Hommel2002EXP01","0","30003","15","yes","1024"
"y","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","green","blue","yellow","red","legacy","0","uniform","0","0","z","1","NA","NA","1","1","NA","1","NA","111","0","0","0","0","0","111","111","0","0","111","111","111","111","111","0","0","0","0","0","0","111","111","111","111","111","111","111","111","111","111","0","111","1","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","500","experiment","999","odd","622249","NA","NA","211978","NA","NA","NA","NA","716074","418995","NA","8910","NA","414709","717679","716163","8910","NA","718679","718681","699724","694119","706496","7225","7513","7729","8097","6056","2752","719182","719184","700726","694122","706499","719185","721289","NA","721187","721389","4681","716074","622249","NA","211978","NA","2752","Hommel2002EXP01","0","32003","16","yes","1024"
"n","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","blue","green","red","yellow","legacy","0","uniform","0","0","z","1","NA","NA","1","1","NA","1","NA","112","0","0","0","0","0","112","112","0","0","112","112","112","112","112","0","0","0","0","0","0","112","112","112","112","112","112","112","112","112","112","0","112","1","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1000","experiment","999","odd","622249","NA","NA","211978","NA","NA","NA","NA","722118","418995","NA","8910","NA","414709","723734","722219","8910","NA","724735","718681","724737","694119","706496","7225","7513","7729","8097","6056","2752","725737","719184","725739","694122","706499","725740","727844","NA","727742","727944","4681","722118","622249","NA","211978","NA","2752","Hommel2002EXP01","0","34003","17","yes","1024"
"y","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","green","yellow","red","blue","legacy","0","uniform","0","0","z","1","NA","NA","1","1","NA","1","NA","113","0","0","0","0","0","113","113","0","0","113","113","113","113","113","0","0","0","0","0","0","113","113","113","113","113","113","113","113","113","113","0","113","1","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1000","experiment","999","odd","622249","NA","NA","211978","NA","NA","NA","NA","728659","418995","NA","8910","NA","414709","730287","728771","8910","NA","731287","731289","724737","694119","706496","7225","7513","7729","8097","6056","2752","732290","732292","725739","694122","706499","732293","734397","NA","734295","734497","4681","728659","622249","NA","211978","NA","2752","Hommel2002EXP01","0","36003","18","yes","1024"
"n","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","blue","green","red","yellow","legacy","0","uniform","0","0","/","1","NA","NA","1","1","NA","1","NA","114","0","0","0","0","0","114","114","0","0","114","114","114","114","114","0","0","0","0","0","0","114","114","114","114","114","114","114","114","114","114","0","114","1","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","500","experiment","999","odd","622249","NA","NA","211978","NA","NA","NA","NA","735241","418995","NA","8910","NA","414709","736869","735353","8910","NA","737869","731289","724737","694119","737871","7225","7513","7729","8097","6056","2752","738372","732292","725739","694122","738374","738375","740479","NA","740377","740579","4681","735241","622249","NA","211978","NA","2752","Hommel2002EXP01","0","38003","19","yes","1024"
"y","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","blue","red","green","yellow","legacy","0","uniform","0","0","/","1","NA","NA","1","1","NA","1","NA","115","0","0","0","0","0","115","115","0","0","115","115","115","115","115","0","0","0","0","0","0","115","115","115","115","115","115","115","115","115","115","0","115","1","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","0","experiment","999","odd","622249","NA","NA","211978","NA","NA","NA","NA","741298","418995","NA","8910","NA","414709","742926","741411","8910","NA","743926","731289","724737","743928","737871","7225","7513","7729","8097","6056","2752","743929","732292","725739","743931","738374","743932","746037","NA","745934","746137","4681","741297","622249","NA","211978","NA","2752","Hommel2002EXP01","0","40003","20","yes","1024"
"n","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","blue","red","yellow","green","legacy","0","uniform","0","0","/","1","NA","NA","1","1","NA","1","NA","116","0","0","0","0","0","116","116","0","0","116","116","116","116","116","0","0","0","0","0","0","116","116","116","116","116","116","116","116","116","116","0","116","1","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","500","experiment","999","odd","622249","NA","NA","211978","NA","NA","NA","NA","746872","418995","NA","8910","NA","414709","748472","746960","8910","NA","749472","731289","724737","743928","749474","7225","7513","7729","8097","6056","2752","749975","732292","725739","743931","749978","749978","752082","NA","751980","752182","4681","746872","622249","NA","211978","NA","2752","Hommel2002EXP01","0","42003","21","yes","1024"
"y","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","yellow","blue","green","red","legacy","0","uniform","0","0","/","1","NA","NA","1","1","NA","1","NA","117","0","0","0","0","0","117","117","0","0","117","117","117","117","117","0","0","0","0","0","0","117","117","117","117","117","117","117","117","117","117","0","117","1","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1500","experiment","999","odd","622249","NA","NA","211978","NA","NA","NA","NA","753004","418995","NA","8910","NA","414709","754595","753093","8910","NA","755595","731289","724737","755597","749474","7225","7513","7729","8097","6056","2752","757098","732292","725739","757100","749978","757101","759205","NA","759103","759305","4681","753004","622249","NA","211978","NA","2752","Hommel2002EXP01","0","44003","22","yes","1024"
"y","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","blue","yellow","green","red","legacy","0","uniform","0","0","/","1","NA","NA","1","1","NA","1","NA","118","0","0","0","0","0","118","118","0","0","118","118","118","118","118","0","0","0","0","0","0","118","118","118","118","118","118","118","118","118","118","0","118","1","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1000","experiment","999","odd","622249","NA","NA","211978","NA","NA","NA","NA","760083","418995","NA","8910","NA","414709","761684","760165","8910","NA","762685","731289","724737","762687","749474","7225","7513","7729","8097","6056","2752","763688","732292","725739","763690","749978","763691","765795","NA","765693","765895","4681","760083","622249","NA","211978","NA","2752","Hommel2002EXP01","0","46003","23","yes","1024"
"y","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","yellow","green","blue","red","legacy","0","uniform","0","0","/","1","NA","NA","1","1","NA","1","NA","119","0","0","0","0","0","119","119","0","0","119","119","119","119","119","0","0","0","0","0","0","119","119","119","119","119","119","119","119","119","119","0","119","1","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1500","experiment","999","odd","622249","NA","NA","211978","NA","NA","NA","NA","766605","418995","NA","8910","NA","414709","768217","766702","8910","NA","769217","731289","724737","769219","749474","7225","7513","7729","8097","6056","2752","770720","732292","725739","770722","749978","770723","772827","NA","772725","772927","4681","766605","622249","NA","211978","NA","2752","Hommel2002EXP01","0","48003","24","yes","1024"
"n","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","green","blue","red","yellow","legacy","0","uniform","0","0","/","1","NA","NA","1","1","NA","1","NA","120","0","0","0","0","0","120","120","0","0","120","120","120","120","120","0","0","0","0","0","0","120","120","120","120","120","120","120","120","120","120","0","120","1","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1500","experiment","999","odd","622249","NA","NA","211978","NA","NA","NA","NA","773735","418995","NA","8910","NA","414709","775365","773847","8910","NA","776366","731289","724737","769219","776368","7225","7513","7729","8097","6056","2752","777869","732292","725739","770722","777871","777872","779976","NA","779874","780076","4681","773735","622249","NA","211978","NA","2752","Hommel2002EXP01","0","50003","25","yes","1024"
"n","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","red","green","blue","yellow","legacy","0","uniform","0","0","/","1","NA","NA","1","1","NA","1","NA","121","0","0","0","0","0","121","121","0","0","121","121","121","121","121","0","0","0","0","0","0","121","121","121","121","121","121","121","121","121","121","0","121","1","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1500","experiment","999","odd","622249","NA","NA","211978","NA","NA","NA","NA","780804","418995","NA","8910","NA","414709","782437","780919","8910","NA","783437","731289","724737","769219","783439","7225","7513","7729","8097","6056","2752","784939","732292","725739","770722","784941","784942","787046","NA","786944","787146","4681","780804","622249","NA","211978","NA","2752","Hommel2002EXP01","0","52003","26","yes","1024"
"n","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","blue","yellow","green","red","legacy","0","uniform","0","0","z","1","NA","NA","1","1","NA","1","NA","122","0","0","0","0","0","122","122","0","0","122","122","122","122","122","0","0","0","0","0","0","122","122","122","122","122","122","122","122","122","122","0","122","1","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","500","experiment","999","odd","622249","NA","NA","211978","NA","NA","NA","NA","787882","418995","NA","8910","NA","414709","789504","787989","8910","NA","790504","731289","790506","769219","783439","7225","7513","7729","8097","6056","2752","791006","732292","791008","770722","784941","791009","793113","NA","793011","793213","4681","787882","622249","NA","211978","NA","2752","Hommel2002EXP01","0","54003","27","yes","1024"
